id,algo,size,time_us,heap_delta,heap_peak_used,stack_peak_used,stack_used,current_before,current_after,power_before,power_after,power_delta,iteration,current_before_corr,current_after_corr,power_before_corr,power_after_corr,power_delta_corr,time_s,power_mW,mem_total
44229,AES-128-GCM,464,2145,4444,2624,0,752,114.8,117.2,538,548,10,588,120.5,122.9,563.2406603,574.4587315,11.21807124,0.002145,11.21807124,3376
44329,AES-128-GCM,464,2145,4444,2840,0,752,114.2,117.4,534,548,14,589,119.9,123.1,560.4361425,575.3935708,14.95742832,0.002145,14.95742832,3592
44929,AES-128-GCM,464,2146,4444,1400,0,752,114,118.1,534,550,16,595,119.7,123.8,559.5013032,578.6655083,19.16420504,0.002146,19.16420504,2152
45029,AES-128-GCM,464,2144,4444,2616,0,752,114.8,119,538,558,20,596,120.5,124.7,563.2406603,582.872285,19.63162467,0.002144,19.63162467,3368
45129,AES-128-GCM,464,2145,4444,2840,0,752,112,117.4,524,548,24,597,117.7,123.1,550.1529105,575.3935708,25.2406603,0.002145,25.2406603,3592
45229,AES-128-GCM,464,2144,4444,2840,0,752,113.5,118.9,530,554,24,598,119.2,124.6,557.164205,582.4048653,25.2406603,0.002144,25.2406603,3592
45329,AES-128-GCM,464,2146,4444,2840,0,752,116.1,118.5,544,554,10,599,121.8,124.2,569.3171156,580.5351868,11.21807124,0.002146,11.21807124,3592
45429,AES-128-GCM,464,2144,4444,2624,0,752,116.3,117.4,544,548,4,600,122,123.1,570.2519548,575.3935708,5.141615986,0.002144,5.141615986,3376
45529,AES-128-GCM,464,2145,4444,2840,0,752,112.2,117.6,524,550,26,601,117.9,123.3,551.0877498,576.3284101,25.2406603,0.002145,25.2406603,3592
45629,AES-128-GCM,464,2145,4444,2616,0,752,113.8,117.7,530,550,20,602,119.5,123.4,558.5664639,576.7958297,18.22936577,0.002145,18.22936577,3368
45729,AES-128-GCM,464,2146,4444,2824,0,752,115.7,118.3,540,554,14,603,121.4,124,567.447437,579.6003475,12.15291051,0.002146,12.15291051,3576
45829,AES-128-GCM,464,2145,4444,2840,0,752,116.4,117.6,544,550,6,604,122.1,123.3,570.7193745,576.3284101,5.609035621,0.002145,5.609035621,3592
45929,AES-128-GCM,464,2143,4444,2840,0,752,115.1,115.5,538,540,2,605,120.8,121.2,564.6429192,566.5125977,1.86967854,0.002143,1.86967854,3592
46029,AES-128-GCM,464,2145,4444,2624,0,752,113.8,117.9,530,550,20,606,119.5,123.6,558.5664639,577.730669,19.16420504,0.002145,19.16420504,3376
46129,AES-128-GCM,464,2145,4444,2840,0,752,116.4,117.2,544,548,4,607,122.1,122.9,570.7193745,574.4587315,3.739357081,0.002145,3.739357081,3592
46229,AES-128-GCM,464,2145,4444,2624,0,752,117.2,119.2,548,558,10,608,122.9,124.9,574.4587315,583.8071242,9.348392702,0.002145,9.348392702,3376
46329,AES-128-GCM,464,2146,4444,2840,0,752,116.3,117.9,544,550,6,609,122,123.6,570.2519548,577.730669,7.478714162,0.002146,7.478714162,3592
46429,AES-128-GCM,464,2146,4444,2840,0,752,115.5,117.7,540,550,10,610,121.2,123.4,566.5125977,576.7958297,10.28323197,0.002146,10.28323197,3592
46529,AES-128-GCM,464,2144,4444,2840,0,752,114.9,118.7,538,554,16,611,120.6,124.4,563.7080799,581.4700261,17.76194613,0.002144,17.76194613,3592
46629,AES-128-GCM,464,2144,4444,2840,0,752,116.4,118.1,544,550,6,612,122.1,123.8,570.7193745,578.6655083,7.946133797,0.002144,7.946133797,3592
46729,AES-128-GCM,464,2144,4444,2616,0,752,114.4,116.8,534,544,10,613,120.1,122.5,561.3709818,572.589053,11.21807124,0.002144,11.21807124,3368
46829,AES-128-GCM,464,2146,4444,2840,0,752,115.1,117.9,538,550,12,614,120.8,123.6,564.6429192,577.730669,13.08774978,0.002146,13.08774978,3592
46929,AES-128-GCM,464,2144,4444,2616,0,752,111.8,118.1,522,550,28,615,117.5,123.8,549.2180712,578.6655083,29.44743701,0.002144,29.44743701,3368
47029,AES-128-GCM,464,2146,4444,2840,0,752,112.3,118.9,524,554,30,616,118,124.6,551.5551694,582.4048653,30.84969592,0.002146,30.84969592,3592
47129,AES-128-GCM,464,2146,4444,2840,0,752,114.8,117.7,538,550,12,617,120.5,123.4,563.2406603,576.7958297,13.55516942,0.002146,13.55516942,3592
47229,AES-128-GCM,464,2146,4444,2624,0,752,114.8,117.4,538,548,10,618,120.5,123.1,563.2406603,575.3935708,12.15291051,0.002146,12.15291051,3376
47329,AES-128-GCM,464,2146,4444,2624,0,752,115.9,118.5,540,554,14,619,121.6,124.2,568.3822763,580.5351868,12.15291051,0.002146,12.15291051,3376
47429,AES-128-GCM,464,2145,4444,2840,0,752,111.2,117.6,522,550,28,620,116.9,123.3,546.4135534,576.3284101,29.91485665,0.002145,29.91485665,3592
47529,AES-128-GCM,464,2145,4444,2624,0,752,115.9,117.9,540,550,10,621,121.6,123.6,568.3822763,577.730669,9.348392702,0.002145,9.348392702,3376
47629,AES-128-GCM,464,2146,4444,2840,0,752,116.8,117.9,548,550,2,622,122.5,123.6,572.589053,577.730669,5.141615986,0.002146,5.141615986,3592
47729,AES-128-GCM,464,2145,4444,2840,0,752,115.9,118.1,540,550,10,623,121.6,123.8,568.3822763,578.6655083,10.28323197,0.002145,10.28323197,3592
47829,AES-128-GCM,464,2145,4444,2612,0,752,116.4,119.6,544,558,14,624,122.1,125.3,570.7193745,585.6768028,14.95742832,0.002145,14.95742832,3364
47929,AES-128-GCM,464,2145,4444,2624,0,752,115.3,117.9,538,550,12,625,121,123.6,565.5777585,577.730669,12.15291051,0.002145,12.15291051,3376
48029,AES-128-GCM,464,2146,4444,2840,0,752,113.3,117.7,530,550,20,626,119,123.4,556.2293658,576.7958297,20.56646394,0.002146,20.56646394,3592
48129,AES-128-GCM,464,2145,4444,2840,0,752,115.3,118.9,538,554,16,627,121,124.6,565.5777585,582.4048653,16.82710686,0.002145,16.82710686,3592
48229,AES-128-GCM,464,2145,4444,2840,0,752,112.5,117.7,524,550,26,628,118.2,123.4,552.4900087,576.7958297,24.30582103,0.002145,24.30582103,3592
48329,AES-128-GCM,464,2144,4444,2840,0,752,110.5,117.4,518,548,30,629,116.2,123.1,543.141616,575.3935708,32.25195482,0.002144,32.25195482,3592
48429,AES-128-GCM,464,2145,4444,2840,0,752,115.3,117.4,538,548,10,630,121,123.1,565.5777585,575.3935708,9.815812337,0.002145,9.815812337,3592
48529,AES-128-GCM,464,2145,4444,2624,0,752,113.3,117.9,530,550,20,631,119,123.6,556.2293658,577.730669,21.50130321,0.002145,21.50130321,3376
48629,AES-128-GCM,464,2146,4444,2840,0,752,116.6,117.6,544,550,6,632,122.3,123.3,571.6542137,576.3284101,4.674196351,0.002146,4.674196351,3592
48729,AES-128-GCM,464,2144,4444,2624,0,752,116.3,120.5,544,564,20,633,122,126.2,570.2519548,589.8835795,19.63162467,0.002144,19.63162467,3376
48829,AES-128-GCM,464,2145,4444,2624,0,752,112.2,117.7,524,550,26,634,117.9,123.4,551.0877498,576.7958297,25.70807993,0.002145,25.70807993,3376
48929,AES-128-GCM,464,2146,4444,2840,0,752,115.3,118.3,538,554,16,635,121,124,565.5777585,579.6003475,14.02258905,0.002146,14.02258905,3592
49029,AES-128-GCM,464,2145,4444,2840,0,752,115.7,118.1,540,550,10,636,121.4,123.8,567.447437,578.6655083,11.21807124,0.002145,11.21807124,3592
49129,AES-128-GCM,464,2145,4444,2840,0,752,115.9,117.4,540,548,8,637,121.6,123.1,568.3822763,575.3935708,7.011294526,0.002145,7.011294526,3592
49229,AES-128-GCM,464,2144,4444,2840,0,752,110.3,117.4,514,548,34,638,116,123.1,542.2067767,575.3935708,33.18679409,0.002144,33.18679409,3592
49329,AES-128-GCM,464,2146,4444,2624,0,752,116.3,117.7,544,550,6,639,122,123.4,570.2519548,576.7958297,6.543874891,0.002146,6.543874891,3376
49429,AES-128-GCM,464,2145,4444,2840,0,752,110.3,117.7,514,550,36,640,116,123.4,542.2067767,576.7958297,34.589053,0.002145,34.589053,3592
49529,AES-128-GCM,464,2145,4444,2624,0,752,110.8,118.1,518,550,32,641,116.5,123.8,544.5438749,578.6655083,34.12163336,0.002145,34.12163336,3376
49629,AES-128-GCM,464,2145,4444,2624,0,752,114.9,118.3,538,550,12,642,120.6,124,563.7080799,579.6003475,15.89226759,0.002145,15.89226759,3376
49729,AES-128-GCM,464,2146,4444,2624,0,752,116.1,117.9,544,550,6,643,121.8,123.6,569.3171156,577.730669,8.413553432,0.002146,8.413553432,3376
49829,AES-128-GCM,464,2145,4444,2624,0,752,116.3,117.6,544,550,6,644,122,123.3,570.2519548,576.3284101,6.076455256,0.002145,6.076455256,3376
49929,AES-128-GCM,464,2145,4444,2624,0,752,110.5,117.2,518,548,30,645,116.2,122.9,543.141616,574.4587315,31.31711555,0.002145,31.31711555,3376
130,AES-128-GCM,480,2156,4444,2860,0,752,113.6,116.4,530,544,14,0,119.3,122.1,557.6316247,570.7193745,13.08774978,0.002156,13.08774978,3612
230,AES-128-GCM,480,2156,4444,2732,0,752,110.3,117.7,514,550,36,1,116,123.4,542.2067767,576.7958297,34.589053,0.002156,34.589053,3484
530,AES-128-GCM,480,2157,4444,2648,0,752,113.6,120.5,530,564,34,4,119.3,126.2,557.6316247,589.8835795,32.25195482,0.002157,32.25195482,3400
630,AES-128-GCM,480,2155,4444,2532,0,752,117.2,118.5,548,554,6,5,122.9,124.2,574.4587315,580.5351868,6.076455256,0.002155,6.076455256,3284
730,AES-128-GCM,480,2157,4444,2784,0,752,116.6,117.7,544,550,6,6,122.3,123.4,571.6542137,576.7958297,5.141615986,0.002157,5.141615986,3536
930,AES-128-GCM,480,2157,4444,2860,0,752,112.9,119.6,528,558,30,8,118.6,125.3,554.3596872,585.6768028,31.31711555,0.002157,31.31711555,3612
1030,AES-128-GCM,480,2156,4444,2856,0,752,113.5,117.6,530,548,18,9,119.2,123.3,557.164205,576.3284101,19.16420504,0.002156,19.16420504,3608
1130,AES-128-GCM,480,2156,4444,2856,0,752,116.3,118.5,544,554,10,10,122,124.2,570.2519548,580.5351868,10.28323197,0.002156,10.28323197,3608
1330,AES-128-GCM,480,2156,4444,2616,0,752,115.9,118.9,540,554,14,12,121.6,124.6,568.3822763,582.4048653,14.02258905,0.002156,14.02258905,3368
1430,AES-128-GCM,480,2156,4444,2836,0,752,114.8,116.8,538,544,6,13,120.5,122.5,563.2406603,572.589053,9.348392702,0.002156,9.348392702,3588
230,AES-128-GCM,480,2156,4444,2604,0,752,117.6,117.9,550,550,0,17,123.3,123.6,576.3284101,577.730669,1.402258905,0.002156,1.402258905,3356
330,AES-128-GCM,480,2156,4444,2840,0,752,117.7,118.5,550,554,4,18,123.4,124.2,576.7958297,580.5351868,3.739357081,0.002156,3.739357081,3592
430,AES-128-GCM,480,2156,4444,2844,0,752,116.3,118.5,544,554,10,19,122,124.2,570.2519548,580.5351868,10.28323197,0.002156,10.28323197,3596
530,AES-128-GCM,480,2156,4444,1580,0,752,112.9,119,528,554,26,20,118.6,124.7,554.3596872,582.872285,28.51259774,0.002156,28.51259774,2332
130,AES-128-GCM,480,2156,4444,2648,0,752,115.1,118.1,538,550,12,23,120.8,123.8,564.6429192,578.6655083,14.02258905,0.002156,14.02258905,3400
230,AES-128-GCM,480,2157,4444,2860,0,752,116.3,118.1,544,550,6,24,122,123.8,570.2519548,578.6655083,8.413553432,0.002157,8.413553432,3612
830,AES-128-GCM,480,2160,4444,2764,0,752,114.6,117.2,534,548,14,30,120.3,122.9,562.305821,574.4587315,12.15291051,0.00216,12.15291051,3516
930,AES-128-GCM,480,2156,4444,2620,0,752,111.4,118.1,522,550,28,31,117.1,123.8,547.3483927,578.6655083,31.31711555,0.002156,31.31711555,3372
1030,AES-128-GCM,480,2156,4444,2980,0,752,114.2,117.4,534,548,14,32,119.9,123.1,560.4361425,575.3935708,14.95742832,0.002156,14.95742832,3732
1130,AES-128-GCM,480,2155,4444,2836,0,752,115.1,120.2,538,560,22,33,120.8,125.9,564.6429192,588.4813206,23.83840139,0.002155,23.83840139,3588
1230,AES-128-GCM,480,2157,4444,2636,0,752,109.7,119,512,554,42,34,115.4,124.7,539.4022589,582.872285,43.47002606,0.002157,43.47002606,3388
1330,AES-128-GCM,480,2156,4444,2636,0,752,115.7,120.5,540,564,24,35,121.4,126.2,567.447437,589.8835795,22.43614248,0.002156,22.43614248,3388
1530,AES-128-GCM,480,2157,4444,2620,0,752,117.4,118.5,548,554,6,37,123.1,124.2,575.3935708,580.5351868,5.141615986,0.002157,5.141615986,3372
1830,AES-128-GCM,480,2156,4444,2636,0,752,114,116.3,534,544,10,40,119.7,122,559.5013032,570.2519548,10.75065161,0.002156,10.75065161,3388
1930,AES-128-GCM,480,2158,4444,2648,0,752,111.4,117.9,522,550,28,41,117.1,123.6,547.3483927,577.730669,30.38227628,0.002158,30.38227628,3400
2030,AES-128-GCM,480,2156,4444,2880,0,752,114.9,117,538,548,10,42,120.6,122.7,563.7080799,573.5238923,9.815812337,0.002156,9.815812337,3632
2230,AES-128-GCM,480,2155,4444,2832,0,752,116.1,119.6,540,558,18,44,121.8,125.3,569.3171156,585.6768028,16.35968723,0.002155,16.35968723,3584
2330,AES-128-GCM,480,2157,4444,2620,0,752,113.3,117.2,530,548,18,45,119,122.9,556.2293658,574.4587315,18.22936577,0.002157,18.22936577,3372
2430,AES-128-GCM,480,2156,4444,2636,0,752,111,115.7,518,540,22,46,116.7,121.4,545.4787142,567.447437,21.96872285,0.002156,21.96872285,3388
2530,AES-128-GCM,480,2156,4444,2636,0,752,111.2,119.2,522,558,36,47,116.9,124.9,546.4135534,583.8071242,37.39357081,0.002156,37.39357081,3388
2930,AES-128-GCM,480,2156,4444,2636,0,752,112.7,117.4,528,548,20,51,118.4,123.1,553.424848,575.3935708,21.96872285,0.002156,21.96872285,3388
3030,AES-128-GCM,480,2156,4444,2636,0,752,113.1,117.9,528,550,22,52,118.8,123.6,555.2945265,577.730669,22.43614248,0.002156,22.43614248,3388
3130,AES-128-GCM,480,2156,4444,2856,0,752,110.8,118.1,518,550,32,53,116.5,123.8,544.5438749,578.6655083,34.12163336,0.002156,34.12163336,3608
3230,AES-128-GCM,480,2156,4444,2836,0,752,111,117.6,518,548,30,54,116.7,123.3,545.4787142,576.3284101,30.84969592,0.002156,30.84969592,3588
3430,AES-128-GCM,480,2155,4444,2856,0,752,113.3,117.4,528,548,20,56,119,123.1,556.2293658,575.3935708,19.16420504,0.002155,19.16420504,3608
3530,AES-128-GCM,480,2156,4444,2856,0,752,119,117,550,548,-2,57,124.7,122.7,582.872285,573.5238923,-9.348392702,0.002156,-9.348392702,3608
3630,AES-128-GCM,480,2156,4444,2620,0,752,113.8,114.4,530,534,4,58,119.5,120.1,558.5664639,561.3709818,2.804517811,0.002156,2.804517811,3372
3830,AES-128-GCM,480,2155,4444,2648,0,752,116.3,117.7,544,550,6,60,122,123.4,570.2519548,576.7958297,6.543874891,0.002155,6.543874891,3400
3930,AES-128-GCM,480,2155,4444,2836,0,752,117,117.7,548,550,2,61,122.7,123.4,573.5238923,576.7958297,3.271937446,0.002155,3.271937446,3588
4030,AES-128-GCM,480,2156,4444,2616,0,752,116.3,119.4,544,558,14,62,122,125.1,570.2519548,584.7419635,14.49000869,0.002156,14.49000869,3368
4130,AES-128-GCM,480,2156,4444,2636,0,752,114.9,117,538,548,10,63,120.6,122.7,563.7080799,573.5238923,9.815812337,0.002156,9.815812337,3388
4230,AES-128-GCM,480,2155,4444,2616,0,752,116.4,117.2,544,548,4,64,122.1,122.9,570.7193745,574.4587315,3.739357081,0.002155,3.739357081,3368
4330,AES-128-GCM,480,2156,4444,2620,0,752,110.8,117.2,518,548,30,65,116.5,122.9,544.5438749,574.4587315,29.91485665,0.002156,29.91485665,3372
4430,AES-128-GCM,480,2156,4444,2856,0,752,119.8,123.1,560,574,14,66,125.5,128.8,586.6116421,602.03649,15.42484796,0.002156,15.42484796,3608
4530,AES-128-GCM,480,2155,4444,2856,0,752,114.9,118.5,538,554,16,67,120.6,124.2,563.7080799,580.5351868,16.82710686,0.002155,16.82710686,3608
4630,AES-128-GCM,480,2155,4444,2840,0,752,116.8,117,548,548,0,68,122.5,122.7,572.589053,573.5238923,0.93483927,0.002155,0.93483927,3592
130,AES-128-GCM,480,2155,4444,2616,0,752,116.3,116.8,544,544,0,71,122,122.5,570.2519548,572.589053,2.337098175,0.002155,2.337098175,3368
230,AES-128-GCM,480,2157,4444,2860,0,752,115.3,117.9,538,550,12,72,121,123.6,565.5777585,577.730669,12.15291051,0.002157,12.15291051,3612
430,AES-128-GCM,480,2157,4444,2628,0,752,111.2,117.7,522,550,28,74,116.9,123.4,546.4135534,576.7958297,30.38227628,0.002157,30.38227628,3380
530,AES-128-GCM,480,2156,4444,2624,0,752,115.1,116.6,538,544,6,75,120.8,122.3,564.6429192,571.6542137,7.011294526,0.002156,7.011294526,3376
630,AES-128-GCM,480,2155,4444,2840,0,752,111,117.6,518,548,30,76,116.7,123.3,545.4787142,576.3284101,30.84969592,0.002155,30.84969592,3592
730,AES-128-GCM,480,2156,4444,2624,0,752,111.2,117,522,548,26,77,116.9,122.7,546.4135534,573.5238923,27.11033884,0.002156,27.11033884,3376
830,AES-128-GCM,480,2157,4444,2636,0,752,118.9,117.9,558,550,-8,78,124.6,123.6,582.4048653,577.730669,-4.674196351,0.002157,-4.674196351,3388
1030,AES-128-GCM,480,2156,4444,2836,0,752,114.4,117.9,534,550,16,80,120.1,123.6,561.3709818,577.730669,16.35968723,0.002156,16.35968723,3588
1130,AES-128-GCM,480,2156,4444,2856,0,752,113.1,117.6,528,548,20,81,118.8,123.3,555.2945265,576.3284101,21.03388358,0.002156,21.03388358,3608
1230,AES-128-GCM,480,2156,4444,2836,0,752,116.3,117,544,548,4,82,122,122.7,570.2519548,573.5238923,3.271937446,0.002156,3.271937446,3588
1330,AES-128-GCM,480,2155,4444,2620,0,752,115.9,117.6,540,548,8,83,121.6,123.3,568.3822763,576.3284101,7.946133797,0.002155,7.946133797,3372
1430,AES-128-GCM,480,2156,4444,2856,0,752,113.8,118.3,530,550,20,84,119.5,124,558.5664639,579.6003475,21.03388358,0.002156,21.03388358,3608
1530,AES-128-GCM,480,2157,4444,2856,0,752,114.9,117.2,538,548,10,85,120.6,122.9,563.7080799,574.4587315,10.75065161,0.002157,10.75065161,3608
1730,AES-128-GCM,480,2156,4444,2856,0,752,114.2,120.9,534,564,30,87,119.9,126.6,560.4361425,591.753258,31.31711555,0.002156,31.31711555,3608
1830,AES-128-GCM,480,2155,4444,2620,0,752,117.9,120.9,550,564,14,88,123.6,126.6,577.730669,591.753258,14.02258905,0.002155,14.02258905,3372
1930,AES-128-GCM,480,2156,4444,2836,0,752,115.9,121.1,540,564,24,89,121.6,126.8,568.3822763,592.6880973,24.30582103,0.002156,24.30582103,3588
2030,AES-128-GCM,480,2156,4444,2636,0,752,114.4,121.1,534,564,30,90,120.1,126.8,561.3709818,592.6880973,31.31711555,0.002156,31.31711555,3388
2130,AES-128-GCM,480,2155,4444,2840,0,752,113.1,117.9,528,550,22,91,118.8,123.6,555.2945265,577.730669,22.43614248,0.002155,22.43614248,3592
2230,AES-128-GCM,480,2156,4444,2824,0,752,113.5,119.2,530,558,28,92,119.2,124.9,557.164205,583.8071242,26.6429192,0.002156,26.6429192,3576
2330,AES-128-GCM,480,2156,4444,2616,0,752,113.5,119.2,530,558,28,93,119.2,124.9,557.164205,583.8071242,26.6429192,0.002156,26.6429192,3368
2530,AES-128-GCM,480,2158,4444,2616,0,752,112.3,117,524,548,24,101,118,122.7,551.5551694,573.5238923,21.96872285,0.002158,21.96872285,3368
2630,AES-128-GCM,480,2160,4444,2624,0,752,114.8,117.7,538,550,12,102,120.5,123.4,563.2406603,576.7958297,13.55516942,0.00216,13.55516942,3376
2730,AES-128-GCM,480,2159,4444,2636,0,752,112,118.3,524,554,30,103,117.7,124,550.1529105,579.6003475,29.44743701,0.002159,29.44743701,3388
2830,AES-128-GCM,480,2158,4444,2604,0,752,116.8,117.2,548,548,0,104,122.5,122.9,572.589053,574.4587315,1.86967854,0.002158,1.86967854,3356
2930,AES-128-GCM,480,2160,4444,2616,0,752,116.4,117.6,544,548,4,105,122.1,123.3,570.7193745,576.3284101,5.609035621,0.00216,5.609035621,3368
3030,AES-128-GCM,480,2160,4444,2636,0,752,114.8,116.4,538,544,6,106,120.5,122.1,563.2406603,570.7193745,7.478714162,0.00216,7.478714162,3388
3130,AES-128-GCM,480,2160,4444,2636,0,752,117.4,122.2,548,570,22,107,123.1,127.9,575.3935708,597.8297133,22.43614248,0.00216,22.43614248,3388
3230,AES-128-GCM,480,2159,4444,2636,0,752,110.1,118.3,514,550,36,108,115.8,124,541.2719374,579.6003475,38.32841008,0.002159,38.32841008,3388
3330,AES-128-GCM,480,2159,4444,2824,0,752,110.1,117.2,514,548,34,109,115.8,122.9,541.2719374,574.4587315,33.18679409,0.002159,33.18679409,3576
3530,AES-128-GCM,480,2158,4444,2616,0,752,111.4,115.9,522,540,18,111,117.1,121.6,547.3483927,568.3822763,21.03388358,0.002158,21.03388358,3368
3630,AES-128-GCM,480,2159,4444,2856,0,752,113.1,117.2,528,548,20,112,118.8,122.9,555.2945265,574.4587315,19.16420504,0.002159,19.16420504,3608
3730,AES-128-GCM,480,2159,4444,2836,0,752,113.8,117.7,530,550,20,113,119.5,123.4,558.5664639,576.7958297,18.22936577,0.002159,18.22936577,3588
3830,AES-128-GCM,480,2160,4444,2620,0,752,115.9,117.6,540,548,8,114,121.6,123.3,568.3822763,576.3284101,7.946133797,0.00216,7.946133797,3372
3930,AES-128-GCM,480,2160,4444,2636,0,752,109.7,118.1,540,550,10,115,115.4,123.8,539.4022589,578.6655083,39.26324935,0.00216,39.26324935,3388
4030,AES-128-GCM,480,2158,4444,1272,0,752,109,118.1,512,550,38,116,114.7,123.8,536.1303215,578.6655083,42.53518679,0.002158,42.53518679,2024
4130,AES-128-GCM,480,2159,4444,2600,0,752,114.8,116.8,538,544,6,117,120.5,122.5,563.2406603,572.589053,9.348392702,0.002159,9.348392702,3352
4230,AES-128-GCM,480,2159,4444,2636,0,752,111.2,117.4,522,548,26,118,116.9,123.1,546.4135534,575.3935708,28.98001738,0.002159,28.98001738,3388
4330,AES-128-GCM,480,2159,4444,2616,0,752,116.6,119.6,544,558,14,119,122.3,125.3,571.6542137,585.6768028,14.02258905,0.002159,14.02258905,3368
4430,AES-128-GCM,480,2159,4444,2856,0,752,117,117,548,548,0,120,122.7,122.7,573.5238923,573.5238923,0,0.002159,0,3608
4530,AES-128-GCM,480,2159,4444,2628,0,752,113.3,113.8,530,530,0,121,119,119.5,556.2293658,558.5664639,2.337098175,0.002159,2.337098175,3380
4630,AES-128-GCM,480,2160,4444,2636,0,752,114.8,117.9,538,550,12,122,120.5,123.6,563.2406603,577.730669,14.49000869,0.00216,14.49000869,3388
4730,AES-128-GCM,480,2160,4444,2620,0,752,113.8,117.7,530,550,20,123,119.5,123.4,558.5664639,576.7958297,18.22936577,0.00216,18.22936577,3372
4830,AES-128-GCM,480,2159,4444,2628,0,752,112.3,118.1,524,550,26,124,118,123.8,551.5551694,578.6655083,27.11033884,0.002159,27.11033884,3380
4930,AES-128-GCM,480,2158,4444,2616,0,752,115.5,117.7,540,550,10,125,121.2,123.4,566.5125977,576.7958297,10.28323197,0.002158,10.28323197,3368
5030,AES-128-GCM,480,2159,4444,2784,0,752,114.2,118.3,534,554,20,126,119.9,124,560.4361425,579.6003475,19.16420504,0.002159,19.16420504,3536
5130,AES-128-GCM,480,2160,4444,2856,0,752,108.1,116.6,504,544,40,127,113.8,122.3,531.9235447,571.6542137,39.73066898,0.00216,39.73066898,3608
5230,AES-128-GCM,480,2160,4444,2856,0,752,115.3,117.7,538,550,12,128,121,123.4,565.5777585,576.7958297,11.21807124,0.00216,11.21807124,3608
5330,AES-128-GCM,480,2158,4444,2620,0,752,112.5,116.6,524,544,20,129,118.2,122.3,552.4900087,571.6542137,19.16420504,0.002158,19.16420504,3372
5430,AES-128-GCM,480,2158,4444,2812,0,752,114.8,116.8,538,544,6,130,120.5,122.5,563.2406603,572.589053,9.348392702,0.002158,9.348392702,3564
5530,AES-128-GCM,480,2160,4444,2636,0,752,111.2,116.6,522,544,22,131,116.9,122.3,546.4135534,571.6542137,25.2406603,0.00216,25.2406603,3388
5630,AES-128-GCM,480,2159,4444,2640,0,752,112.3,112.9,524,528,4,132,118,118.6,551.5551694,554.3596872,2.804517811,0.002159,2.804517811,3392
5730,AES-128-GCM,480,2159,4444,2616,0,752,115.7,118.9,540,554,14,133,121.4,124.6,567.447437,582.4048653,14.95742832,0.002159,14.95742832,3368
5830,AES-128-GCM,480,2159,4444,2836,0,752,116.8,117.9,548,550,2,134,122.5,123.6,572.589053,577.730669,5.141615986,0.002159,5.141615986,3588
5930,AES-128-GCM,480,2158,4444,2624,0,752,116.6,117.7,544,550,6,135,122.3,123.4,571.6542137,576.7958297,5.141615986,0.002158,5.141615986,3376
6030,AES-128-GCM,480,2160,4444,2648,0,752,114,114.2,534,534,0,136,119.7,119.9,559.5013032,560.4361425,0.93483927,0.00216,0.93483927,3400
6130,AES-128-GCM,480,2158,4444,2616,0,752,112.7,117.9,528,550,22,137,118.4,123.6,553.424848,577.730669,24.30582103,0.002158,24.30582103,3368
6230,AES-128-GCM,480,2159,4444,2620,0,752,109.4,117.2,512,548,36,138,115.1,122.9,538,574.4587315,36.45873154,0.002159,36.45873154,3372
6330,AES-128-GCM,480,2158,4444,2840,0,752,115.5,117.2,540,548,8,139,121.2,122.9,566.5125977,574.4587315,7.946133797,0.002158,7.946133797,3592
6430,AES-128-GCM,480,2159,4444,2636,0,752,116.3,119,544,554,10,140,122,124.7,570.2519548,582.872285,12.62033015,0.002159,12.62033015,3388
6530,AES-128-GCM,480,2159,4444,2636,0,752,114.2,116.6,534,544,10,141,119.9,122.3,560.4361425,571.6542137,11.21807124,0.002159,11.21807124,3388
6630,AES-128-GCM,480,2158,4444,2636,0,752,115.1,114.4,538,534,-4,142,120.8,120.1,564.6429192,561.3709818,-3.271937446,0.002158,-3.271937446,3388
6730,AES-128-GCM,480,2158,4444,2616,0,752,111,120.5,518,564,46,143,116.7,126.2,545.4787142,589.8835795,44.40486533,0.002158,44.40486533,3368
6830,AES-128-GCM,480,2159,4444,2616,0,752,112.2,118.9,524,554,30,144,117.9,124.6,551.0877498,582.4048653,31.31711555,0.002159,31.31711555,3368
6930,AES-128-GCM,480,2159,4444,2836,0,752,114.4,118.7,534,554,20,145,120.1,124.4,561.3709818,581.4700261,20.09904431,0.002159,20.09904431,3588
7030,AES-128-GCM,480,2160,4444,2856,0,752,113.6,118.7,530,554,24,146,119.3,124.4,557.6316247,581.4700261,23.83840139,0.00216,23.83840139,3608
7130,AES-128-GCM,480,2160,4444,2636,0,752,114.9,121.3,538,566,28,147,120.6,127,563.7080799,593.6229366,29.91485665,0.00216,29.91485665,3388
7230,AES-128-GCM,480,2160,4444,2856,0,752,118.9,120.2,558,560,2,148,124.6,125.9,582.4048653,588.4813206,6.076455256,0.00216,6.076455256,3608
7330,AES-128-GCM,480,2158,4444,2620,0,752,118.7,118.9,554,554,0,149,124.4,124.6,581.4700261,582.4048653,0.93483927,0.002158,0.93483927,3372
7430,AES-128-GCM,480,2159,4444,2636,0,752,112.7,117.9,528,550,22,150,118.4,123.6,553.424848,577.730669,24.30582103,0.002159,24.30582103,3388
7530,AES-128-GCM,480,2160,4444,2620,0,752,114.6,119.4,534,558,24,151,120.3,125.1,562.305821,584.7419635,22.43614248,0.00216,22.43614248,3372
