id,algo,size,time_us,heap_delta,heap_peak_used,stack_peak_used,stack_used,current_before,current_after,power_before,power_after,power_delta,iteration,current_before_corr,current_after_corr,power_before_corr,power_after_corr,power_delta_corr,time_s,power_mW,mem_total
14001,ASCON-128,16,1374,4444,2636,0,80,113.8,120.4,530,564,34,176,119.5,126.10000000000001,558.5664639443962,589.4161598609905,30.849695916594328,0.001374,30.849695916594328,2716
14201,ASCON-128,16,1369,4444,2860,0,80,118.3,120.2,554,564,10,178,124.0,125.9,579.6003475238923,588.4813205907907,8.880973066898378,0.001369,8.880973066898378,2940
14301,ASCON-128,16,1369,4444,2860,0,80,112.9,120.2,528,564,36,179,118.60000000000001,125.9,554.359687228497,588.4813205907907,34.121633362293665,0.001369,34.121633362293665,2940
14401,ASCON-128,16,1369,4444,2636,0,80,112.9,119.6,528,560,32,180,118.60000000000001,125.3,554.359687228497,585.6768027801911,31.317115551694087,0.001369,31.317115551694087,2716
14501,ASCON-128,16,1370,4444,2636,0,80,114.4,119.0,534,558,24,181,120.10000000000001,124.7,561.3709817549957,582.8722849695916,21.501303214595964,0.00137,21.501303214595964,2716
14601,ASCON-128,16,1374,4444,2620,0,80,114.8,118.9,538,558,20,182,120.5,124.60000000000001,563.2406602953953,582.4048653344918,19.164205039096487,0.001374,19.164205039096487,2700
14701,ASCON-128,16,1369,4444,2616,0,80,115.1,121.1,538,566,28,183,120.8,126.8,564.642919200695,592.6880973066899,28.045178105994864,0.001369,28.045178105994864,2696
14801,ASCON-128,16,1373,4444,2636,0,80,117.2,120.5,548,564,16,184,122.9,126.2,574.4587315377933,589.8835794960904,15.424847958297164,0.001373,15.424847958297164,2716
14901,ASCON-128,16,1370,4444,2636,0,80,112.7,120.9,528,564,36,185,118.4,126.60000000000001,553.4248479582972,591.75325803649,38.32841007819286,0.00137,38.32841007819286,2716
15001,ASCON-128,16,1370,4444,2636,0,80,115.1,120.9,538,566,28,186,120.8,126.60000000000001,564.642919200695,591.75325803649,27.110338835795005,0.00137,27.110338835795005,2716
15101,ASCON-128,16,1374,4444,2636,0,80,115.1,120.2,538,564,26,187,120.8,125.9,564.642919200695,588.4813205907907,23.83840139009567,0.001374,23.83840139009567,2716
15201,ASCON-128,16,1369,4444,1252,0,80,116.8,118.9,548,558,10,188,122.5,124.60000000000001,572.5890529973935,582.4048653344918,9.815812337098237,0.001369,9.815812337098237,1332
15301,ASCON-128,16,1369,4444,2604,0,80,116.4,120.5,544,564,20,189,122.10000000000001,126.2,570.7193744569939,589.8835794960904,19.164205039096487,0.001369,19.164205039096487,2684
15401,ASCON-128,16,1369,4444,2636,0,80,116.4,120.2,544,564,20,190,122.10000000000001,125.9,570.7193744569939,588.4813205907907,17.761946133796755,0.001369,17.761946133796755,2716
15901,ASCON-128,16,1368,4444,2788,0,80,117.7,121.3,550,566,16,195,123.4,127.0,576.7958297132928,593.6229365768896,16.827106863596782,0.001368,16.827106863596782,2868
16101,ASCON-128,16,1369,4444,2636,0,80,111.8,120.4,524,564,40,197,117.5,126.10000000000001,549.218071242398,589.4161598609905,40.19808861859258,0.001369,40.19808861859258,2716
16401,ASCON-128,16,1375,4444,2840,0,80,116.3,120.4,544,564,20,200,122.0,126.10000000000001,570.2519548218941,589.4161598609905,19.164205039096487,0.001375,19.164205039096487,2920
16501,ASCON-128,16,1373,4444,2788,0,80,113.1,121.1,528,566,38,201,118.8,126.8,555.2945264986968,592.6880973066899,37.393570807993115,0.001373,37.393570807993115,2868
16601,ASCON-128,16,1369,4444,2860,0,80,109.0,118.1,512,554,42,202,114.7,123.8,536.1303214596004,578.6655082536925,42.535186794092056,0.001369,42.535186794092056,2940
16701,ASCON-128,16,1370,4444,2860,0,80,115.3,119.2,540,558,18,203,121.0,124.9,565.5777584708949,583.8071242397915,18.229365768896628,0.00137,18.229365768896628,2940
