size,n_time_ascon,mean_time_ascon,median_time_ascon,std_time_ascon,ci95_low_time_ascon,ci95_high_time_ascon,throughput_Bps_ascon,n_power_ascon,mean_power_ascon,median_power_ascon,std_power_ascon,ci95_low_power_ascon,ci95_high_power_ascon,n_mem_ascon,mean_mem_ascon,median_mem_ascon,std_mem_ascon,ci95_low_mem_ascon,ci95_high_mem_ascon,energy_uJ_ascon,energy_per_byte_uJ_ascon,total_duty_cycle_energy_uJ_ascon,total_duty_cycle_energy_per_byte_uJ_ascon,n_time_aes,mean_time_aes,median_time_aes,std_time_aes,ci95_low_time_aes,ci95_high_time_aes,throughput_Bps_aes,n_power_aes,mean_power_aes,median_power_aes,std_power_aes,ci95_low_power_aes,ci95_high_power_aes,n_mem_aes,mean_mem_aes,median_mem_aes,std_mem_aes,ci95_low_mem_aes,ci95_high_mem_aes,energy_uJ_aes,energy_per_byte_uJ_aes,total_duty_cycle_energy_uJ_aes,total_duty_cycle_energy_per_byte_uJ_aes,ascon_minus_aes_energy,ascon_minus_aes_total_energy
496,533.0,1945.251407129456,1944.0,2.1258839137547247,1945.0705176990684,1945.4322965598435,254979.89523725936,533.0,20.78219608367306,21.03388357949609,14.47665990160671,19.550390928851527,22.0140012384946,533.0,2776.6191369606004,2716.0,209.22340150745927,2758.816517693598,2794.4217562276026,40.42659617500529,0.0815052342238009,1030.4265961750052,2.0774729761592847,419.0,2173.634844868735,2174.0,0.720730731189882,2173.5656341392614,2173.7040555982085,228189.20168256373,419.0,16.2414378697366,14.022589052997432,10.871931847683111,15.197421982246214,17.28545375722699,419.0,3438.529832935561,3388.0,223.4618791392413,3417.0711119521748,3459.988553918947,35.30295528443011,0.0711753130734478,1025.30295528443,2.0671430550089314,0.01032992115035311,0.01032992115035336
512,526.0,1964.2110266159696,1964.0,2.0607793466261053,1964.034508584908,1964.387544647031,260664.45665061584,526.0,20.704201669568203,20.800173761946155,14.396543913057414,19.471051895534767,21.93735144360164,526.0,2763.709125475285,2716.0,237.55268286343284,2743.36132263016,2784.05692832041,40.66742121664663,0.0794285570637629,1030.6674212166467,2.013022307063763,469.0,2187.643923240938,2188.0,1.3377612223833335,2187.522538283576,2187.7653081983003,234041.7444359433,469.0,17.06829140878702,14.957428323197178,11.90983863923908,15.987623774510975,18.148959043063066,469.0,3438.311300639659,3380.0,182.7836430039637,3421.725990539935,3454.8966107393826,37.33934398053843,0.0729284062119891,1027.3393439805384,2.006522156211989,0.0065001508517738005,0.0065001508517741335
528,529.0,1983.5482041587904,1983.0,2.10294742381524,1983.3685880304515,1983.727820287129,266189.648879202,529.0,19.87726297014678,20.099044309296232,13.69952167311936,18.707164747456662,21.0473611928369,529.0,2794.3780718336484,2716.0,172.2293792118504,2779.6676830099104,2809.0884606573863,39.42750926802667,0.0746733130076262,1029.4275092680266,1.949673313007626,403.0,2202.436724565757,2202.0,0.728141634483058,2202.3654194098744,2202.508029721639,239734.4696039352,403.0,17.583329201277127,15.892267593397037,10.770883158799116,16.528562564872917,18.638095837681337,403.0,3431.4143920595534,3384.0,238.8133484842167,3408.0279762387354,3454.8008078803714,38.72616997302222,0.0733450188882996,1028.7261699730223,1.9483450188882998,0.001328294119326598,0.0013282941193262232
544,526.0,2002.6425855513307,2002.0,1.987966696880288,2002.4723043576048,2002.812866745057,271641.0825999867,526.0,20.295431646477027,20.099044309296232,13.959473663027204,19.099719543826144,21.49114374912791,526.0,2778.9410646387832,2716.0,203.3348033030572,2761.5242270796743,2796.357902197892,40.644495707381054,0.074714146520921,1030.644495707381,1.8945670876973917,415.0,2216.8168674698795,2217.0,0.7324136652734791,2216.7461947228408,2216.8875402169183,245396.9057989367,415.0,18.47264924162331,15.89226759339715,12.003383322952072,17.3144075082752,19.63089097497141,415.0,3448.722891566265,3388.0,213.3532097428128,3428.135813338464,3469.309969794066,40.95048042568523,0.0752766184295684,1030.9504804256853,1.8951295596060391,-0.0005624719086474023,-0.0005624719086474439
560,530.0,2021.8150943396224,2021.0,2.1642739542667044,2021.6304154885704,2021.999773190675,276978.84023509605,530.0,19.799190203760467,19.164205039096487,14.21872769731198,18.585897270402302,21.01248313711863,530.0,2767.1943396226416,2716.0,221.2660041225853,2748.313573009108,2786.075106236175,40.0303016096641,0.0714826814458287,1030.030301609664,1.8393398243029715,474.0,2230.8016877637133,2231.0,1.3619401111508482,2230.6787657614627,2230.924609765964,251030.83033856627,474.0,17.18210911810314,15.6585577758471,10.83103100415818,16.204553639292264,18.159664596914013,474.0,3453.805907172996,3388.0,178.8902964021518,3437.6601506622,3469.951663683792,38.32987802000476,0.0684462107500085,1028.3298780200048,1.8363033536071514,0.0030364706958202065,0.003036470695820137
576,429.0,2040.927738927739,2040.0,2.0004438215265865,2040.7379042068333,2041.1175736486448,282224.5927739796,429.0,52.624477752192746,50.481320590790574,11.196530339911982,51.56196842835362,53.68698707603187,429.0,2780.967365967366,2716.0,197.7201809643341,2762.2044519745464,2799.7302799601853,107.40275639103584,0.1864631187344372,1097.4027563910358,1.9052131187344372,409.0,2245.6650366748167,2246.0,0.7493625141233247,2245.592196896108,2245.7378764535256,256494.17459555328,409.0,19.21220412142944,17.29452649869677,11.47335684640298,18.0969671593584,20.32744108350048,409.0,3454.7677261613694,3388.0,168.37879603990046,3438.40091569024,3471.1345366324995,43.1441750729539,0.0749030817238783,1033.1441750729539,1.7936530817238783,0.11156003701055889,0.11156003701055894
592,428.0,2060.1495327102803,2059.0,1.99203913657442,2059.96027359709,2060.3387918234707,287357.78185051447,428.0,51.42708088050209,50.01390095569059,10.188750911039444,50.4590708015145,52.39509095948968,428.0,2770.8831775700933,2716.0,227.84618336953127,2749.236029270336,2792.530325869851,105.94747664462017,0.1789653321699665,1095.94747664462,1.8512626294672636,480.0,2259.602083333333,2260.0,1.3218873050758932,2259.4835281232868,2259.72063854338,261993.031590186,480.0,18.832142339994213,16.359687228496966,10.991439015060458,17.84636060494067,19.81792407504776,480.0,3435.391666666667,3388.0,222.30990033835235,3415.453509435858,3455.329823897476,42.5531480650808,0.0718803176775013,1032.553148065081,1.7441776149747987,0.10708501449246519,0.10708501449246488
608,427.0,2079.28337236534,2078.0,2.015615065783379,2079.0916479708712,2079.4750967598084,292408.43652222096,427.0,52.93116870168895,50.94874022589045,10.805329999429553,51.90337059363642,53.95896680974148,427.0,2781.311475409836,2716.0,186.25986172190488,2763.5945215089364,2799.028429310736,110.05889896128652,0.1810179259231686,1100.0588989612866,1.8093073996073792,421.0,2274.527315914489,2275.0,0.7447208920819053,2274.4559725013755,2274.5986593276034,267308.2867573957,421.0,18.610185091555216,17.29452649869677,11.035873430102244,17.552960988446372,19.66740919466406,421.0,3447.182897862233,3388.0,199.0084403382633,3428.1181159779267,3466.2476797465392,42.329374344966936,0.0696206814884324,1032.329374344967,1.697910155172643,0.1113972444347362,0.1113972444347362
624,428.0,2098.4369158878503,2098.0,1.993723599575284,2098.2474967376565,2098.626335038044,297364.1929740762,428.0,52.27782830046197,49.54648132059083,11.194934368677258,51.21422301684055,53.34143358408339,428.0,2782.504672897196,2716.0,203.4275097781841,2763.177487305166,2801.8318584892263,109.701724788136,0.1758040461348333,1099.701724788136,1.762342507673295,412.0,2288.9441747572814,2289.0,0.7825904010457472,2288.8683842550267,2289.019965259536,272614.77448053914,412.0,20.75592772852648,19.164205039096487,10.938838032478335,19.69654848306929,21.81530697398367,412.0,3454.78640776699,3388.0,163.31231706404148,3438.970314804329,3470.602500729651,47.50915986589382,0.0761364741440606,1037.5091598658937,1.662674935682522,0.0996675719907727,0.09966757199077314
640,421.0,2117.769596199525,2117.0,2.093442614311196,2117.569046781816,2117.9701456172347,302204.73518390366,421.0,50.93985814256318,49.07906168549073,10.369420505079892,49.94647947048285,51.93323681464352,421.0,2772.365795724465,2716.0,235.9261873444765,2749.7643357317475,2794.9672557171834,107.87888280903712,0.1685607543891205,1097.8788828090371,1.7154357543891205,411.0,2303.352798053528,2303.0,0.701643162448574,2303.284763836492,2303.4208322705645,277855.8284865604,411.0,19.745352079330143,18.22936576889652,11.3889565652064,18.64103184328584,20.84967231537446,411.0,3424.3406326034064,3376.0,225.67717236232045,3402.458042497273,3446.22322270954,45.48051196047714,0.0710632999382455,1035.480511960477,1.6179382999382454,0.09749745445087499,0.0974974544508751
656,415.0,2136.742168674699,2136.0,1.9850966757465072,2136.550620862493,2136.933716486905,307009.4322174958,415.0,51.072634587001325,49.54648132059072,10.391887843552524,50.069890788454096,52.07537838554856,415.0,2783.513253012048,2716.0,206.85633931254915,2763.5530769055927,2803.473429118504,109.12905198735965,0.1663552621758531,1099.1290519873596,1.6755016036392678,417.0,2317.736211031175,2318.0,0.7736390243351059,2317.661740611416,2317.810681450934,283034.79786776146,417.0,20.03739423752049,18.229365768896628,11.502157854384429,18.930197603681897,21.14459087135909,417.0,3439.386091127098,3388.0,228.6356000157013,3417.3776497617628,3461.3945324924334,46.441394199008656,0.0707948082301961,1036.4413941990088,1.5799411496936109,0.09556045394565701,0.09556045394565693
672,443.0,2155.990970654628,2155.0,2.0885184310159826,2155.795952349416,2156.1859889598395,311689.6170469393,443.0,49.78071869980561,49.54648132059072,15.408026763977023,48.34197283022351,51.21946456938771,443.0,2779.5643340857787,2716.0,196.14800093953525,2761.24874244634,2797.879925725217,107.32678002947888,0.1597124702819626,1097.3267800294789,1.6329267559962484,472.0,2331.716101694916,2332.0,1.3064901093280683,2331.5979334885487,2331.834269901282,288199.7510380984,472.0,21.03091269198486,19.164205039096487,10.993463034422012,20.03658613775968,22.025239246210045,472.0,3437.745762711864,3388.0,221.9467691749257,3417.6713270655064,3457.820198358222,49.038117757241054,0.0729733895197039,1039.038117757241,1.5461876752339896,0.08673908076225868,0.08673908076225878
688,422.0,2175.0284360189576,2174.0,1.984296286452396,2174.83856936106,2175.218302676856,316317.703532775,422.0,51.52913806663067,49.0790616854909,11.16979469073094,50.46036038367477,52.597915749586576,422.0,2763.6848341232226,2716.0,251.56856652796824,2739.613588672183,2787.756079574262,112.07734057846864,0.1629031113059137,1102.0773405784687,1.6018565996780068,417.0,2346.6163069544364,2347.0,0.760517777680355,2346.543099584647,2346.689514324226,293188.1100293397,417.0,20.359095521150408,18.6967854039965,10.493267646992908,19.349014563837745,21.36917647846307,417.0,3447.37649880096,3388.0,188.29915520312923,3429.2508398215805,3465.502157780338,47.77498554477458,0.0694403859662421,1037.7749855447746,1.5083938743383352,0.0934627253396716,0.09346272533967159
704,417.0,2193.997601918465,2193.0,1.90078273472054,2193.814632751098,2194.180571085832,320875.46466979344,417.0,52.03153966835215,50.481320590790574,11.005479618494045,50.97215323481168,53.09092610189263,417.0,2776.199040767386,2716.0,230.9087007368946,2753.9717909403043,2798.426290594468,114.15707325649012,0.1621549336029689,1104.15707325649,1.5684049336029688,477.0,2360.6184486373168,2361.0,1.2772719517150002,2360.5035333121214,2360.733363962512,298226.9330337518,477.0,22.546872922461,21.03388357949609,11.59591024602815,21.50359643379505,23.59014941112696,477.0,3439.5136268343817,3388.0,217.38900945440253,3419.955279309586,3459.0719743591776,53.224564179842616,0.0756030741190946,1043.2245641798427,1.4818530741190947,0.0865518594838743,0.08655185948387412
720,426.0,2213.4953051643192,2213.0,2.082131605903594,2213.29702009892,2213.6935902297187,325277.4010047203,426.0,50.85437851551821,48.61164205039108,10.090779829342464,49.89341575374059,51.81534127729584,426.0,2765.154929577465,2716.0,237.59179909915133,2742.528643472785,2787.7812156821446,112.56592809114878,0.1563415667932622,1102.5659280911489,1.5313415667932624,401.0,2375.4364089775563,2376.0,0.732510117554155,2375.364496278237,2375.508321676876,303102.19935961365,401.0,22.205346754746493,20.56646394439622,10.533813386368449,21.171210929740624,23.23948257975236,401.0,3430.523690773068,3376.0,207.9691685378968,3410.1067382608803,3450.9406432852543,52.74738915519645,0.0732602627155506,1042.7473891551965,1.4482602627155508,0.0830813040777116,0.08308130407771164
736,421.0,2232.270783847981,2231.0,1.9815401906034071,2232.080954554989,2232.460613140973,329709.1039875035,421.0,50.36696376795141,48.611642050390856,10.648695516166091,49.34683086794464,51.38709666795818,421.0,2768.8598574821854,2716.0,231.70845151566908,2746.662451777241,2791.0572631871296,112.43270169032776,0.1527618229488148,1102.4327016903278,1.4978705186009889,415.0,2389.8048192771084,2390.0,0.7375215733285908,2389.7336536530097,2389.875984901207,307974.94174550724,415.0,21.839196926716426,20.099044309296342,11.187902727488908,20.759643312625062,22.91875054080778,415.0,3447.4698795180725,3388.0,193.06265017474905,3428.840697014536,3466.099062021609,52.191418064608726,0.0709122528051749,1042.1914180646088,1.416020948457349,0.0818495701436399,0.08184957014363992
752,412.0,2251.7888349514565,2251.0,2.1379599166719903,2251.581782762127,2251.9958871407857,333956.7140256344,412.0,51.18585358447274,49.54648132059083,11.139012220516042,50.10708833296502,52.26461883598046,412.0,2763.2985436893205,2716.0,267.1238459921365,2737.428752257126,2789.168335121515,115.2597336089757,0.1532709223523612,1105.2597336089757,1.469760284054489,402.0,2404.2960199004974,2404.0,0.6582937815632758,2404.231474159815,2404.36056564118,312773.466235294,402.0,22.366378360154048,21.03388357949609,10.778237830258234,21.30957156129564,23.42318515901246,402.0,3423.054726368159,3378.0,234.5035228615204,3400.06164334112,3446.0478093951983,53.77539447090699,0.0715098330730146,1043.775394470907,1.3879991947751422,0.0817610892793466,0.08176108927934678
768,431.0,2270.7447795823664,2270.0,1.9859540230165549,2270.556760139501,2270.932799025232,338215.0239452493,431.0,50.07029497199043,49.54648132059072,13.09224707423669,48.830791452662055,51.3097984913188,431.0,2763.935034802784,2716.0,293.50912263851984,2736.1471700915126,2791.722899514056,113.69686091979646,0.1480427876559849,1103.6968609197966,1.437105287655985,417.0,2418.5419664268584,2419.0,0.7362776498823582,2418.471092409492,2418.6128404442247,317546.6916270381,417.0,21.736694397739843,19.164205039096487,11.516087279020422,20.628156918795177,22.845231876684508,417.0,3441.179856115108,3388.0,235.1921243632092,3418.540284332408,3463.819427897809,52.57110761232939,0.0684519630368872,1042.5711076123293,1.3575144630368872,0.07959082461909768,0.07959082461909794
784,424.0,2289.8938679245284,2289.0,2.00956580975696,2289.7020400138163,2290.0856958352406,342373.9462259827,424.0,51.69065865613163,49.54648132059083,11.337621914409926,50.60839883974389,52.77291847251937,424.0,2759.462264150944,2716.0,237.95975480811177,2736.7472466198883,2782.177281681999,118.36612228565576,0.1509771967929282,1108.3661222856558,1.4137322988337446,468.0,2432.6047008547007,2433.0,1.344247525290563,2432.4825964252186,2432.726805284183,322288.2861833408,468.0,21.73001923262566,19.164205039096487,11.435186733056527,20.69130655077716,22.768731914474166,468.0,3457.034188034188,3388.0,150.5918904132152,3443.355206657909,3470.7131694104664,52.86054693494823,0.0674241670088625,1042.8605469349482,1.3301792690496788,0.0835530297840657,0.08355302978406587
800,416.0,2309.012019230769,2308.0,2.0280799298940178,2308.816560571236,2309.2074778903025,346468.52997608663,416.0,52.17234595335157,50.481320590790574,11.21558905318341,51.09142997469589,53.253261932007256,416.0,2774.487980769231,2716.0,223.4674496655145,2752.9510346572183,2796.024926881244,120.46657387775456,0.1505832173471931,1110.4665738777546,1.3880832173471933,392.0,2447.433673469388,2447.5,0.7640843109772238,2447.357799511972,2447.5095474268046,326873.0052512315,392.0,22.179777123707865,20.099044309296232,10.899008863080027,21.09750004710545,23.26205420031028,392.0,3443.734693877551,3388.0,217.444847980956,3422.1423108130434,3465.3270769420583,54.28353340260864,0.0678544167532608,1044.2835334026086,1.3053544167532607,0.0827288005939323,0.08272880059393262
816,419.0,2328.1479713603817,2327.0,1.9969029703172911,2327.956211656955,2328.3397310638084,350493.1860165209,419.0,51.72851665771587,49.54648132059072,10.912377808119029,50.68061680315584,52.77641651227591,419.0,2770.6992840095463,2716.0,222.94426165145828,2749.2902690847022,2792.1082989343904,120.43164111814292,0.1475877954879202,1110.431641118143,1.3608230896055675,411.0,2461.8710462287104,2462.0,0.7685359063317136,2461.79652581513,2461.945566642291,331455.21624701406,411.0,22.28147321381386,20.099044309296232,11.683643798458236,21.148578887323183,23.41436754030454,411.0,3438.043795620438,3376.0,209.114154912054,3417.767224049502,3458.3203671913734,54.85411377240892,0.0672231786426579,1044.854113772409,1.280458472760305,0.0803646168452623,0.08036461684526253
832,420.0,2347.4904761904763,2347.0,2.0938379332224364,2347.2896488641354,2347.691303516817,354421.03320060123,420.0,50.48465930246987,49.54648132059066,11.780683846180803,49.35473267264003,51.61458593229971,420.0,2762.6833333333334,2716.0,215.7170032640348,2741.9931603622504,2783.3735063044164,118.51225690626896,0.1424426164738809,1108.512256906269,1.332346462627727,411.0,2476.333333333333,2476.0,0.7145411854407392,2476.264048470752,2476.4026181959152,335980.61650289403,411.0,22.72955919004104,20.099044309296232,11.37192130260183,21.62689076337126,23.83222761671082,411.0,3446.1216545012167,3388.0,193.29162800485733,3427.3793004460763,3464.864008556357,56.28596507427163,0.0676514003296534,1046.2859650742716,1.2575552464834996,0.0747912161442275,0.07479121614422746
848,428.0,2366.420560747664,2366.0,1.951579595270402,2366.235145603583,2366.605975891744,358347.1231048116,428.0,52.15005237217532,50.481320590790574,11.125668519636962,51.09302787952485,53.20707686482579,428.0,2780.4018691588785,2716.0,207.88797919421307,2760.6509045001667,2800.1528338175904,123.40895617758312,0.145529429454697,1113.4089561775831,1.3129822596433764,420.0,2490.6690476190474,2491.0,0.7739765265162348,2490.594812820831,2490.743282417264,340470.7666041157,420.0,22.00767448595424,20.099044309296232,10.76933514864688,20.97474985026227,23.04059912164621,420.0,3435.1619047619047,3384.0,245.1105492660778,3411.65249389203,3458.671315631779,54.813833652241655,0.0646389547785868,1044.8138336522416,1.232091784967266,0.08089047467611019,0.08089047467611055
864,422.0,2385.599526066351,2385.0,1.9924560246107736,2385.4088786469188,2385.790173485783,362173.11018025817,422.0,51.997665331197645,49.54648132059083,11.28931479656419,50.91745141102199,53.0778792513733,422.0,2778.395734597156,2716.0,194.79221472540965,2759.757113415978,2797.0343557783344,124.04560577066182,0.143571302975303,1114.0456057706617,1.2894046363086362,470.0,2504.668085106383,2505.0,1.3029581536248724,2504.549984581805,2504.786185630961,344955.8866253141,470.0,21.250686729393497,19.164205039096487,11.38155008615446,20.219059557066004,22.28231390172099,470.0,3448.0851063829787,3388.0,161.55911864769175,3433.441338576958,3462.728874189,53.22591683770563,0.0616040704140111,1043.2259168377057,1.2074374037473445,0.08196723256129189,0.08196723256129168
880,422.0,2404.585308056872,2404.0,1.9128450102247128,2404.402278187973,2404.768337925772,365967.4693392856,422.0,51.99212718386234,50.01390095569059,10.672072770872768,50.97097383913208,53.0132805285926,422.0,2782.234597156398,2716.0,204.133705047784,2762.702138921045,2801.7670553917515,125.01950516093972,0.1420676195010678,1115.0195051609396,1.2670676195010677,409.0,2519.545232273839,2520.0,0.7628204934520021,2519.471084348248,2519.619380199429,349269.37954029813,409.0,21.521874249881577,19.164205039096373,11.452650958255807,20.40864994828152,22.63509855148164,409.0,3435.0220048899755,3380.0,208.9810527223723,3414.708560665361,3455.33544911459,54.22533565588623,0.0616196996089616,1044.2253356558863,1.1866196996089617,0.0804479198921062,0.08044791989210598
896,421.0,2424.0071258907365,2423.0,2.0017722043038044,2423.81535839388,2424.1988933875937,369635.8770689471,421.0,51.15857944449829,49.54648132059072,10.591051148726752,50.143968809226735,52.17319007976985,421.0,2754.8954869358668,2716.0,315.7213637484844,2724.6497399421737,2785.14123392956,124.00876112391124,0.1384026351829366,1114.0087611239112,1.2433133494686508,416.0,2533.973557692308,2534.0,0.7292662339893925,2533.903273775763,2534.0438416088523,353594.84998572286,416.0,22.8024376796097,21.03388357949609,11.76790601717224,21.668291484616105,23.936583874603297,416.0,3438.269230769231,3382.0,203.24823593925456,3418.680935868397,3457.8575256700647,57.78077413105771,0.0644874711284126,1047.7807741310578,1.169398185414127,0.073915164054524,0.0739151640545237
912,413.0,2442.953995157385,2442.0,2.0230023755860933,2442.7583148462545,2443.149675468516,373318.5323210498,413.0,51.49425176128555,49.07906168549084,10.839943677906064,50.44572923994216,52.54277428262893,413.0,2765.1525423728813,2716.0,245.48722798046003,2741.40713419661,2788.8979505491525,125.79808806787274,0.1379365000744218,1115.7980880678726,1.2234628158638954,408.0,2548.3382352941176,2548.0,0.7340834085055706,2548.266792766905,2548.40967782133,357880.27953626064,408.0,21.88050884993441,20.099044309296232,11.269215491780484,20.78376531220158,22.97725238766724,408.0,3423.735294117647,3376.0,236.2675544315452,3400.7412433172394,3446.7293449180543,55.75893730997918,0.061139185646907,1045.7589373099793,1.1466655014363807,0.07679731442751479,0.0767973144275147
928,416.0,2462.21875,2462.0,1.978860418073207,2462.02803493053,2462.40946506947,376895.8383571728,416.0,51.83414088083936,50.481320590790574,11.76054039311315,50.70070455678527,52.96757720489346,416.0,2769.516826923077,2716.0,241.1062650398649,2746.2799186162765,2792.7537352298777,127.6269935669442,0.137529087895414,1117.6269935669443,1.2043394327230004,416.0,2562.7451923076924,2563.0,0.7651921321297129,2562.671445989203,2562.818938626181,362111.69287741696,416.0,21.82827223818753,20.332754126846226,10.68252498684288,20.798730954540943,22.85781352183412,416.0,3445.2115384615386,3388.0,183.70094466649425,3427.507137431635,3462.9159394914423,55.940299734798565,0.0602804954038777,1045.9402997347986,1.127090840231464,0.07724859249153629,0.07724859249153626
944,408.0,2481.419117647059,2481.0,2.038529895180669,2481.220723669178,2481.61751162494,380427.4712347358,408.0,52.144784586293206,50.24761077324058,10.613904858243956,51.11181724514327,53.17775192744314,408.0,2753.850490196078,2716.0,280.5982196741098,2726.542086665116,2781.158893727041,129.39306535801566,0.1370689251673894,1119.3930653580157,1.1857977387267116,459.0,2576.864923747277,2577.0,1.1872919466845169,2576.756018588218,2576.973828906336,366336.6252924252,459.0,22.111290930118543,20.099044309296342,11.75807876106592,21.032773181154457,23.189808679082635,459.0,3431.9825708061003,3388.0,246.21175189213804,3409.3986308771982,3454.5665107350023,56.977810016593786,0.0603578495938493,1046.9778100165938,1.1090866631531715,0.0767110755735401,0.07671107557354007
960,419.0,2500.587112171838,2500.0,1.9744603803590168,2500.3975075978583,2500.7767167458173,383909.8407438444,419.0,52.14127385338884,49.54648132059083,10.940475990328531,51.09067577103936,53.19187193573832,419.0,2736.1026252983293,2716.0,304.30831675097056,2706.880337867308,2765.3249127293507,130.38379741000657,0.1358164556354235,1120.3837974100065,1.1670664556354235,416.0,2591.6466346153848,2592.0,0.723204529489125,2591.576934902953,2591.7163343278166,370420.86956521735,416.0,22.536143320189804,20.8001737619461,11.208304658141111,21.45592938392875,23.616357256450858,416.0,3430.192307692308,3376.0,214.0572191006871,3409.5622839480925,3450.8223314365227,58.40571999297988,0.060839291659354,1048.4057199929798,1.0920892916593539,0.07497716397606949,0.07497716397606968
976,432.0,2519.6550925925926,2519.0,1.9622946912846304,2519.469529450312,2519.840655734873,387354.6037587817,432.0,50.64361907520027,49.54648132059083,11.054518372918633,49.59825561639306,51.68898253400748,432.0,2750.488425925926,2716.0,276.67353651082203,2724.32496992264,2776.6518819292123,127.60445271014773,0.130742267121053,1117.6044527101478,1.145086529416135,465.0,2605.5935483870967,2606.0,1.326276747561937,2605.472686304134,2605.714410470059,374578.759839254,465.0,21.50431882514503,19.164205039096487,11.51171651774074,20.45526926639476,22.5533683838953,465.0,3440.206451612903,3384.0,208.5416324341185,3421.20229118653,3459.210612039276,56.03151439325709,0.0574093385176814,1046.031514393257,1.0717536008127635,0.0733329286033716,0.07333292860337148
992,425.0,2538.7482352941174,2538.0,1.9316512002948265,2538.5640632127547,2538.93240737548,390743.74772931176,425.0,52.67544334849487,51.41615986099032,11.365881579488732,51.591770443834406,53.75911625315534,425.0,2769.176470588235,2716.0,254.54482018457355,2744.907053145642,2793.4458880308284,133.72968884432663,0.1348081540769421,1123.7296888443266,1.1327920250446841,409.0,2620.4303178484106,2620.0,0.7006020846940954,2620.3622176968147,2620.4984180000065,378563.7775762394,409.0,22.219003779003696,20.099044309296342,11.087900537688192,21.14123406636079,23.2967734916466,409.0,3440.528117359413,3388.0,206.88965235505145,3420.4179621131984,3460.638272605628,58.22335113488969,0.0586928942892033,1048.2233511348898,1.0566767652569453,0.07611525978773881,0.07611525978773881
1008,418.0,2558.0,2557.0,2.0810899192006485,2557.799915647293,2558.200084352707,394057.8577013292,418.0,51.07733653698257,49.07906168549084,10.313131110787712,50.08579064382059,52.06888243014456,418.0,2776.6004784688994,2716.0,210.8581659288045,2756.32772655482,2796.873230382979,130.6558268616014,0.1296188758547633,1120.6558268616013,1.1117617329976204,413.0,2634.7530266343824,2635.0,0.7419613156688709,2634.6812584432773,2634.8247948254875,382578.5528321845,413.0,21.86912738265283,20.566463944396105,11.672533205958736,20.74007041416308,22.99818435114258,413.0,3427.186440677966,3376.0,251.08795621743013,3402.8992870953643,3451.473594260568,57.6197495612974,0.0571624499616045,1047.6197495612973,1.0393053071044616,0.07245642589315882,0.07245642589315882
1024,415.0,2577.043373493976,2576.0,2.0223505224188063,2576.8482309486203,2577.238516039332,397354.5849217325,415.0,52.61793516376536,50.481320590790574,10.867476845825088,51.56930038468931,53.666569942841406,415.0,2772.624096385542,2716.0,230.29411649951064,2750.4023402774765,2794.845852493608,135.5987011407172,0.1324206065827316,1125.5987011407171,1.0992174815827316,403.0,2649.3002481389576,2649.0,0.6777743339243729,2649.233875331464,2649.366620946452,386517.1570188486,403.0,22.089347271657186,20.099044309296232,11.175335893701122,20.99497355341136,23.18372098990301,403.0,3450.620347394541,3388.0,170.67347511356795,3433.9067051968823,3467.3339895922,58.52131320802898,0.0571497199297158,1048.521313208029,1.0239465949297157,0.07527088665301582,0.07527088665301584
1040,424.0,2596.438679245283,2596.0,2.017890233337756,2596.246056706808,2596.631301783758,400548.6470037879,424.0,52.29257167680274,50.24761077324064,10.763504690080904,51.26511559319759,53.320027760407896,424.0,2756.127358490566,2716.0,241.7618698396676,2733.049400975536,2779.205316005597,135.774455738857,0.1305523612873625,1125.774455738857,1.0824754382104393,409.0,2663.689486552568,2664.0,0.7335863960239916,2663.6181802492188,2663.760792855916,390435.899248152,409.0,22.08872055552841,20.099044309296232,11.393792323194043,20.981217450108048,23.19622366094877,409.0,3433.4669926650367,3376.0,217.75962532699083,3412.300250772272,3454.6337345578017,58.83749271515861,0.056574512226114,1048.8374927151585,1.008497589149191,0.07397784906124849,0.07397784906124838
1056,424.0,2615.5707547169814,2615.0,2.0593311581983684,2615.3741763359085,2615.767333098054,403735.9716213316,424.0,51.73806206252147,49.54648132059077,10.710168151425178,50.715697345780384,52.76042677926256,424.0,2769.2028301886794,2716.0,239.2107420113611,2746.368396682112,2792.0372636952466,135.3245620364633,0.1281482595042266,1125.3245620364632,1.0656482595042265,467.0,2677.6852248394,2678.0,1.1372808956475338,2677.5818090563507,2677.7886406224497,394370.4772331243,467.0,21.180014771625828,19.164205039096487,11.31988558285122,20.150669395246048,22.209360148005608,467.0,3437.404710920771,3388.0,225.848322138892,3416.867760749739,3457.941661091803,56.71341261586272,0.0537058831589609,1046.7134126158628,0.991205883158961,0.07444237634526568,0.07444237634526552
1072,427.0,2634.7096018735365,2634.0,2.0163595189518766,2634.5178066670187,2634.9013970800543,406875.9605376255,427.0,51.31216720212743,49.54648132059083,11.550139834835711,50.21352311901169,52.41081128524318,427.0,2758.864168618267,2716.0,252.55160827018867,2734.8415737341284,2782.8867635024053,135.19265962038548,0.1261125556160312,1125.1926596203855,1.0496200183025983,401.0,2692.4538653366585,2692.0,0.7269740516830355,2692.382496129409,2692.525234543908,398149.81188766233,401.0,22.483933519806044,21.03388357949609,10.9161952533713,21.412258128358644,23.555608911253444,401.0,3438.9027431421446,3376.0,206.8508472727544,3418.595579558405,3459.2099067258846,60.53695371337424,0.0564710389117297,1050.5369537133743,0.9799785015982969,0.06964151670430152,0.06964151670430141
