size,n_time,mean_time,median_time,std_time,ci95_low_time,ci95_high_time,throughput_Bps,n_power,mean_power,median_power,std_power,ci95_low_power,ci95_high_power,n_mem,mean_mem,median_mem,std_mem,ci95_low_mem,ci95_high_mem,energy_uJ,energy_per_byte_uJ,total_duty_cycle_energy_uJ,total_duty_cycle_energy_per_byte_uJ
464,537.0,1906.8957169459964,1906.0,2.1152256102878297,1906.7164090504723,1907.0750248415204,243327.41212672228,537.0,20.689194239645875,20.099044309296232,14.492596166743676,19.460655351548155,21.917733127743595,537.0,2765.897579143389,2716.0,253.2590532883015,2744.428782790568,2787.36637549621,39.4521358826445,0.0850261549194924,1029.4521358826446,2.218646844574665
480,527.0,1926.111954459203,1925.0,1.9724310369796767,1925.9431650994536,1926.280743818952,249206.69792258792,527.0,19.875534350956265,20.099044309296232,13.685895481254898,18.704373741249302,21.046694960663224,527.0,2782.506641366224,2716.0,226.4587176756985,2763.127600350618,2801.885682381829,38.28250431464139,0.0797552173221695,1028.2825043146413,2.142255217322169
496,533.0,1945.251407129456,1944.0,2.1258839137547247,1945.0705176990684,1945.4322965598435,254979.89523725936,533.0,20.78219608367306,21.03388357949609,14.47665990160671,19.550390928851527,22.0140012384946,533.0,2776.6191369606004,2716.0,209.22340150745927,2758.816517693598,2794.4217562276026,40.42659617500529,0.0815052342238009,1030.4265961750052,2.0774729761592847
512,526.0,1964.2110266159696,1964.0,2.0607793466261053,1964.034508584908,1964.387544647031,260664.45665061584,526.0,20.704201669568203,20.800173761946155,14.396543913057414,19.471051895534767,21.93735144360164,526.0,2763.709125475285,2716.0,237.55268286343284,2743.36132263016,2784.05692832041,40.66742121664663,0.0794285570637629,1030.6674212166467,2.013022307063763
528,529.0,1983.5482041587904,1983.0,2.10294742381524,1983.3685880304515,1983.727820287129,266189.648879202,529.0,19.87726297014678,20.099044309296232,13.69952167311936,18.707164747456662,21.0473611928369,529.0,2794.3780718336484,2716.0,172.2293792118504,2779.6676830099104,2809.0884606573863,39.42750926802667,0.0746733130076262,1029.4275092680266,1.949673313007626
544,526.0,2002.6425855513307,2002.0,1.987966696880288,2002.4723043576048,2002.812866745057,271641.0825999867,526.0,20.295431646477027,20.099044309296232,13.959473663027204,19.099719543826144,21.49114374912791,526.0,2778.9410646387832,2716.0,203.3348033030572,2761.5242270796743,2796.357902197892,40.644495707381054,0.074714146520921,1030.644495707381,1.8945670876973917
560,530.0,2021.8150943396224,2021.0,2.1642739542667044,2021.6304154885704,2021.999773190675,276978.84023509605,530.0,19.799190203760467,19.164205039096487,14.21872769731198,18.585897270402302,21.01248313711863,530.0,2767.1943396226416,2716.0,221.2660041225853,2748.313573009108,2786.075106236175,40.0303016096641,0.0714826814458287,1030.030301609664,1.8393398243029715
576,429.0,2040.927738927739,2040.0,2.0004438215265865,2040.7379042068333,2041.1175736486448,282224.5927739796,429.0,52.624477752192746,50.481320590790574,11.196530339911982,51.56196842835362,53.68698707603187,429.0,2780.967365967366,2716.0,197.7201809643341,2762.2044519745464,2799.7302799601853,107.40275639103584,0.1864631187344372,1097.4027563910358,1.9052131187344372
592,428.0,2060.1495327102803,2059.0,1.99203913657442,2059.96027359709,2060.3387918234707,287357.78185051447,428.0,51.42708088050209,50.01390095569059,10.188750911039444,50.4590708015145,52.39509095948968,428.0,2770.8831775700933,2716.0,227.84618336953127,2749.236029270336,2792.530325869851,105.94747664462017,0.1789653321699665,1095.94747664462,1.8512626294672636
608,427.0,2079.28337236534,2078.0,2.015615065783379,2079.0916479708712,2079.4750967598084,292408.43652222096,427.0,52.93116870168895,50.94874022589045,10.805329999429553,51.90337059363642,53.95896680974148,427.0,2781.311475409836,2716.0,186.25986172190488,2763.5945215089364,2799.028429310736,110.05889896128652,0.1810179259231686,1100.0588989612866,1.8093073996073792
